,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Electricity: Net Consumption,Population: Growth Rate,Economics: GDP
2022-01-01,26.11809961446791,4.135084821058368,26.49128189755519,109.14016799057435,288.5518846127906,0.390654904350977,2766789101774.4663
2023-01-01,24.69437950127372,4.898616209947733,33.79822492541137,109.37792724274976,290.7524404406483,0.29945181369615353,3055683126586.624
2024-01-01,25.849658815910324,6.399102540615911,32.14038988087904,107.93490890976622,266.7630953788113,0.39089824986225674,2920786363006.95
2025-01-01,22.53853767670697,7.05836300396914,37.24308308451381,110.95341962121347,257.8892996699286,-0.03128935290324242,3088703718585.6987
2026-01-01,15.419306183303723,8.449182399639973,33.73199199443034,97.28052033614495,230.73116810500244,-0.4214551344443006,2790117167374.1064
2027-01-01,18.89708961130303,6.691720805691911,50.752403724140194,107.60847681201962,201.0394473360298,-0.5406662694719725,3188963797671.5615
2028-01-01,16.486695466985203,12.700974793384662,59.47294543755948,100.99211828777123,139.49173228627245,-1.0589276327459576,2694130549380.5454
2029-01-01,10.535173233620299,12.64675189452678,79.87082358881155,99.35114025537479,110.81727656536273,-1.7832848106543606,2684235339647.674
2030-01-01,7.430068227900804,14.322384885553063,84.95614485475002,89.02893564904156,40.81911129725762,-2.1941125618277373,2963202495795.6133
2031-01-01,2.3526659160072185,17.408085112579016,96.80449556897975,83.34770316918225,-34.45733594600341,-3.281397772113078,2511295565953.655
