,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Electricity: Net Imports,Population: Growth Rate,Economics: GDP
2022-01-01,9.159347171363766,0.5958351193010868,0.46179989273498495,17.123936392632466,-0.13403522656610167,1.864057176179277,145266351210.778
2023-01-01,9.394338034171597,0.5689028801959976,0.4619885428774903,17.431940369754347,-0.10691433731850714,1.859363761296671,147668008427.38446
2024-01-01,9.384249514483304,0.5623343286472666,0.46301228600271305,16.55166419711378,-0.0993220426445535,1.8425897626541379,155631713954.4839
2025-01-01,9.307724755341095,0.5525380010198068,0.4546769021212101,16.56078359443793,-0.0978610988985966,1.8622556687914755,154277770368.79565
2026-01-01,9.076184531373968,0.5939621677021713,0.47571926785180996,16.36385828313882,-0.11824289985036114,1.8030093140085277,152130398730.7187
2027-01-01,8.893096852461333,0.5711914789463749,0.45501080826401397,15.941862844117669,-0.11618067068236085,1.8337598122303829,146179955498.1464
2028-01-01,8.968807846724445,0.5805926190715873,0.4675225272277442,15.435391323840017,-0.113070091843843,1.8247452013431378,151888201967.92007
2029-01-01,9.01418117976407,0.565748892737353,0.4596338249774012,15.847220025251968,-0.10611506775995168,1.825287552972181,150986621513.9328
2030-01-01,8.985973005503038,0.5743526415488783,0.4713144944037467,15.702387371929012,-0.10303814714513157,1.8161579639068366,151582465803.9884
2031-01-01,8.997528196433148,0.5733915775651304,0.46580809167747295,15.731775262237951,-0.10758348588765736,1.8244937410506759,151288513271.79456
