,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Electricity: Net Consumption,Electricity: Net Generation,Electricity: Net Imports,Population: Density,Population: Growth Rate,Economics: GDP
2022-01-01,0.39366290213332944,0.011747434573860273,1.608008380348859,0.7770967751657262,7.236009569671108,6.033411526029432,1.596260945775004,91.79219214336788,0.3943728483680853,11922228528.424103
2023-01-01,0.2204210702332211,0.04564449201898062,2.420541415008098,0.7904667408661107,8.735219074407325,6.580743221651417,2.3748969229891226,93.9526713081338,1.2576836178928559,11742559373.443588
2024-01-01,0.25906303165745825,0.04876478334858613,2.6673393873036826,0.8229041013046697,9.03835037128253,6.678838798984879,2.618574603955099,96.75397406243519,1.590831171303212,11117933017.15753
2025-01-01,0.2406123071084637,0.09551288492151366,3.4981202090071153,0.7992285769976311,9.657822085955164,6.495827068978009,3.402607324085605,100.35626619011262,1.8670329070811753,10470128751.23886
2026-01-01,0.24783895780348464,0.11778138666224122,4.080397957853782,0.7753857852185028,10.438804388021365,6.724026774633291,3.9626165711915426,104.70812320792652,1.856711831952907,9268960984.583755
2027-01-01,0.28979852397305766,0.04909117646840276,3.7452241366556636,0.7333380460088295,10.090625702070906,6.684291265856686,3.6961329601872626,102.77015111078697,1.4125261129336202,11277412653.115545
2028-01-01,0.31237599728543725,0.037207934720431296,3.763579390198648,0.7291317748683549,10.105044693111964,6.69104923491917,3.7263714554782186,102.69787985365562,1.3952038076503739,11272746356.850382
2029-01-01,0.3331305934837051,0.03244736318711981,3.909849450092709,0.7334468176532822,10.398080558723976,6.853809065302077,3.8774020869055907,103.52389013516837,1.5712536012317535,10860256476.218277
2030-01-01,0.3004575010985409,0.06491981874998579,4.396653745903098,0.7176977898766972,11.003780639774087,6.972504213719499,4.331733927153114,104.91329132873538,1.7649633595641736,10527875719.90693
2031-01-01,0.27817670103175984,0.0836607291598039,4.611206594981093,0.7244577086261105,11.219484630454405,6.970115465664858,4.52754586582129,107.16157507394001,1.7547164593633628,9757123556.983915
