,Electricity: Distribution Losses,Electricity: Imports,Population: Growth Rate,Economics: GDP
2022-01-01,2.8477468102125973,1.2406726658771103,1.4789716079169204,19013086879.95497
2023-01-01,2.7899369191458763,1.5275589883523177,1.4963116198128208,18815021712.004765
2024-01-01,2.8627251984487074,0.7507497891527566,1.531699741187973,18631779917.234276
2025-01-01,2.5123566063380345,-0.03724149575545077,1.5280937094484943,18465939268.059296
2026-01-01,2.5899699985572475,-0.11282689154233716,1.5471728454303133,16884895003.669373
2027-01-01,3.0215092510346766,0.8202505384468946,1.4872384831510108,18224615182.535103
2028-01-01,3.0025443842065966,1.6479573712839506,1.4454139512450588,17897242992.804165
2029-01-01,2.8551934706675604,1.3489233124009379,1.4586190273264221,18555469186.375877
2030-01-01,2.632018740132242,0.5014243620428116,1.4755691181857518,18965031821.018135
2031-01-01,2.5972269952244225,-0.29384116935255955,1.4980201011085355,17788794383.025578
