,Electricity: Distribution Losses,Electricity: Exports,Electricity: Installed Capacity,Electricity: Net Imports,Population: Growth Rate,Economics: GDP
2022-01-01,0.8870709039316294,9.793959346779161,3.7993803433260447,-0.8675942141828212,0.2526236605354987,53978843604.54068
2023-01-01,0.8771665768821483,9.505651172973307,3.982956867272559,-0.5521691385746049,0.3085193250372249,56638436687.82602
2024-01-01,0.8757463448097853,9.417656634362391,4.037827958308546,-0.2676964566958976,0.28998583747845835,57787851304.22814
2025-01-01,0.8667984177796967,9.088158212284563,4.108418027422915,0.021862551156829113,0.2899602511696353,56575945211.93849
2026-01-01,0.845821771966386,8.710175249287488,4.128857990587484,0.03200949785167473,0.25599661430401754,54345231105.831696
2027-01-01,0.8559690500079333,9.34190468973847,4.146724989520841,-0.48695784958112376,0.22176448450907935,57724360649.54436
2028-01-01,0.860837361247319,9.503088699680236,4.219835272955226,-0.4221216540187622,0.2544212065028525,58677924185.99254
2029-01-01,0.8570479701090347,9.437754909138095,4.229929729207518,-0.44304449857396877,0.24298301257084218,59953496873.463066
2030-01-01,0.8468154237259773,9.353945257665801,4.276053433676325,-0.42563740235851744,0.24869985131255742,59821203376.094986
2031-01-01,0.8318560240490008,9.01827183721449,4.287858595584911,-0.372579832376309,0.22137378632700289,58625091262.22619
