,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
2022-01-01,0.01704355103029211,0.048614782068465714,1.016093905954577,821891917.497226
2023-01-01,0.017789615224176276,0.04912498979387816,1.0306776539435412,870508739.8045853
2024-01-01,0.01692594181227646,0.04853792105108322,1.044689639228967,848212679.6165428
2025-01-01,0.015617052782235538,0.045614159183408214,1.0740419425412082,834175032.5785832
2026-01-01,0.016559055816351306,0.04755668657741799,1.020501278636629,817880473.1420405
2027-01-01,0.017517419959139132,0.04853704229161155,0.9980459899547887,847074097.138517
2028-01-01,0.01783360745242134,0.0488451558700539,1.0368416306188346,887252772.053302
2029-01-01,0.01692929687778686,0.04719500566698918,1.0362414008711571,865337238.4880109
2030-01-01,0.016741146907783677,0.047638715844977864,1.0467403285455021,849985854.1005394
2031-01-01,0.017218824915963927,0.04811865303703763,1.0033880629643983,844305072.1222451
