,Electricity: Distribution Losses,Electricity: Imports,Population: Growth Rate,Economics: GDP
2022-01-01,16.496582683853028,3.446420172872946,0.8640208457308802,278458277566.4746
2023-01-01,16.273459296127903,1.952777736733859,0.8470403193298466,274662735057.99445
2024-01-01,17.0887786502515,3.635103044311128,0.7512482471197428,282557553622.49304
2025-01-01,16.88117199713036,2.903502774484627,0.6983560022492776,266678806466.6433
2026-01-01,16.874987976985935,3.526138627360303,0.6396722113475408,271898096910.86935
2027-01-01,18.478086989201955,3.5667140346749315,0.69838856140012,305777625556.43054
2028-01-01,18.45681066807174,2.6315658915173445,0.6176005424143043,306757830606.98083
2029-01-01,19.52634432455885,4.269901753852803,0.5487432914714321,323876328031.49457
2030-01-01,19.72880641041781,3.509813889230415,0.4681006673153164,317674290727.9407
2031-01-01,20.120295391827682,4.352878005911233,0.40162874806617566,329461719116.98486
