,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
2022-01-01,0.018043523908758706,0.05407010606245067,0.7578790626594851,1055952570.1074245
2023-01-01,0.018723147729294277,0.06009796250539072,0.756898546692519,1190280007.7475636
2024-01-01,0.018962453875402754,0.05935270476455474,0.7657805242004246,1181332910.3180325
2025-01-01,0.018784785778303892,0.05812662204866855,0.7719738599352685,1152243194.0771296
2026-01-01,0.018520995358806358,0.05598708882362596,0.7752437346358847,1103205601.9898121
2027-01-01,0.018385215911070892,0.055484817078371565,0.7714305547456591,1090476355.739885
2028-01-01,0.0187212459742552,0.05979998846004826,0.7666952200781472,1182832414.8452559
2029-01-01,0.01896022711371706,0.059981762259401966,0.7702039267190914,1192338141.7011817
2030-01-01,0.018897774258397775,0.0591076534857088,0.7729292487599065,1173617924.6426456
2031-01-01,0.018696890355754517,0.05748752410308382,0.7758291029835807,1136502357.6461468
