,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Electricity: Net Consumption,Electricity: Net Generation,Population: Density,Population: Growth Rate,Economics: GDP
2022-01-01,0.42196474898850633,4.950436511449654,7.132582665120719,3.0433290095222887,8.905852158703478,7.1456707540209194,29.053719185454494,0.1071447174383508,30687710336.91828
2023-01-01,0.4908011071367675,3.589146763352782,8.077920715618038,3.2435943349962235,8.999725633135395,5.001752788006901,29.581682698878982,0.04554769350292037,32449471606.1737
2024-01-01,0.4560405887684894,4.4473868106718015,8.572554871533256,3.538910102185708,9.077668188426273,5.408540716333306,29.256624371432405,0.22307229879884666,37774761793.78403
2025-01-01,0.47167302899305164,3.7626294475631,8.44551664693864,3.5315741194137926,8.789494791249608,4.578280620867117,29.829888658822473,0.2559476139696237,35065005199.44943
2026-01-01,0.3277143189409908,4.157244749788664,9.06527232492345,3.426213452852319,8.42050650693218,3.8401932507383876,29.92192166074247,0.3756277554531295,31785301008.966858
2027-01-01,0.24629396373928825,4.312451164129595,10.92185724016144,3.378911918793091,8.818375411094522,2.455263298801966,29.884878685487728,0.18155762115794788,32656692765.963585
2028-01-01,0.10244406650490223,3.8529775775993436,12.749999305620893,3.379390489150398,8.960530578206413,0.16595291668977197,30.076125113920117,0.19415082200452732,32032434303.427906
2029-01-01,-0.011651858279232652,4.189362689427545,14.172904764380585,3.5747776727608085,9.028617772240189,-0.9665761609920729,29.940676471833005,0.2770032187878044,33970441348.180443
2030-01-01,-0.0759087306769839,3.4384795425541386,14.646306170876512,3.576682818552947,9.080834932209747,-2.2029004267896024,30.17577489491229,0.46370179662825667,33868366579.817085
2031-01-01,-0.10519421431423548,3.4422089963165106,14.890551048437802,3.5745609009464108,8.751221006981824,-2.802315259453694,30.386666915550155,0.4322860930066947,30993245000.20577
