,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Population: Growth Rate,Economics: GDP
2022-01-01,0.1636334333207738,0.004526058895923109,0.0614050654997433,2.5536684621927224,10536037910.245283
2023-01-01,0.16255360364678317,0.004485104717396501,0.0617729913090904,2.542139379307652,10528705297.278265
2024-01-01,0.15406462551552808,0.004313748630105873,0.06329918362594213,2.5306429596795037,9905838255.029758
2025-01-01,0.14941389067334576,0.0042248785172749855,0.06413104454738401,2.5213414872050337,9565166175.00714
2026-01-01,0.1415314156373778,0.0040645874021626805,0.0657207066866695,2.4975003013919466,9050183863.993082
2027-01-01,0.16659182359306135,0.004590384841758037,0.06105638403698402,2.5606749678827536,10707064711.35145
2028-01-01,0.16614059941340936,0.0045780560542801165,0.061080568441047055,2.559360814620087,10704343913.613646
2029-01-01,0.15703610650618854,0.00437537080009945,0.06270381895712049,2.5306495464154195,10133554651.171919
2030-01-01,0.15394693306586266,0.0043169313489260595,0.06319638799319344,2.536671043778332,9854061701.55751
2031-01-01,0.14674965393932007,0.004171293675117474,0.06464619429110335,2.515532274932695,9384809127.344536
