,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
2022-01-01,0.0049318745556748735,0.010142935283819408,1.594675161656102,200928351.3442434
2023-01-01,0.004847679618844585,0.009941225548690386,1.6112349898508243,200102207.96418813
2024-01-01,0.004883255722446519,0.010329038457481579,1.61930744458798,205009580.66438574
2025-01-01,0.004608734667408219,0.010043446889547385,1.6451853113568589,199058155.30387008
2026-01-01,0.0044703031159732745,0.010077031476778173,1.6491693342132,192234064.62981647
2027-01-01,0.004998678853256111,0.010351320220590408,1.6040217548970916,204296546.763234
2028-01-01,0.0050956166810564515,0.010491337523632894,1.6069912866548273,208902503.12150526
2029-01-01,0.005076516522025556,0.0105539117587586,1.612200819703258,210824542.32321423
2030-01-01,0.004931049802989541,0.01035951482416425,1.627003037861049,206776546.57250568
2031-01-01,0.004836999270613672,0.010508440752662444,1.6277051392425328,203504157.42221588
