,Electricity: Distribution Losses,Electricity: Installed Capacity,Electricity: Net Consumption,Population: Density,Population: Growth Rate,Economics: GDP
2022-01-01,0.00484921510998317,0.04086711794504112,0.11648660272571942,94.53400246257132,0.4319936909202756,519370111.2890543
2023-01-01,0.0035886550013390713,0.04246909269012486,0.11049162238891329,94.21024343265694,0.45357215125067907,530617446.95348734
2024-01-01,0.0029638567618355573,0.04502077960082177,0.1058211891272711,94.30808298822016,0.534264688813644,554565228.4207629
2025-01-01,0.0016848153437731014,0.04464850570361901,0.09923016761455397,93.64826363484575,0.4760160964316717,544444326.8804783
2026-01-01,0.002179665398608248,0.04437844022684043,0.10333024267482574,93.88032141014315,0.49199130758850435,546868757.4984686
2027-01-01,0.002737503464735334,0.04503636660757755,0.10688917093918684,94.1678812764419,0.5145498182983992,554535884.6302085
2028-01-01,0.0027477039562100094,0.044987505454313244,0.10790764562066232,94.10941399702062,0.49578480945327846,552798759.0565485
2029-01-01,0.0026612080858275655,0.045334063678195584,0.10765445329129678,94.13775466910569,0.5096554779475174,556420975.5328072
2030-01-01,0.0026318200167491576,0.04568843120985816,0.10738067054784564,94.17981008696829,0.5230289691398696,560093032.7228823
2031-01-01,0.0025131702721757137,0.04591241788087376,0.10715730992291334,94.14635135573806,0.5236365796174824,561789776.6693995
