,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
2022-01-01,0.023020893461244134,0.537322841673996,1.8245217343619333,3631554399.386245
2023-01-01,0.01720896961066774,0.5442978282393861,2.9178931258637673,3930906076.2436714
2024-01-01,0.009987434227649902,0.3965270483312652,3.868163628667766,5251370299.419346
2025-01-01,0.022871141957012023,0.5136278807522516,2.1826785189684053,3233229830.3784575
2026-01-01,0.017491308520393316,0.505134054564855,2.5874466566729097,3775922983.8201475
2027-01-01,0.012699424754076543,0.4066059082191361,2.6607674112027455,3785727424.7721844
2028-01-01,0.018128702820569637,0.4599378125866335,2.134677949252302,2565556009.1230745
2029-01-01,0.015411756536150883,0.4643599302373762,2.95104885501732,3433603813.9825573
2030-01-01,0.012887043331765304,0.34930687199066623,2.3979996235516974,2800581061.5315266
2031-01-01,0.01440052692570662,0.3933336832754251,2.4186256211076977,2489548963.731902
