,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
2022-01-01,0.012225103860275987,0.03935593766099808,2.4542614857332095,1560484545.112431
2023-01-01,0.015706176609743654,0.03266302058932676,2.65987407860582,1468924043.080401
2024-01-01,0.016328894655534887,0.03068287302506574,2.7354160827211143,1430625572.2310467
2025-01-01,0.016532007925372766,0.029298039532891524,2.728071672493289,1333367126.7134933
2026-01-01,0.015897514979513076,0.026772061024049575,2.7311790979242163,1222730246.0031147
2027-01-01,0.01853705509778739,0.02735533774244042,2.754930973862037,1381596594.6570299
2028-01-01,0.01805811416321652,0.02346749516314848,2.8132846823130637,1266644674.2753356
2029-01-01,0.017773085902386035,0.02255679372321269,2.814723572917803,1225206524.7795644
2030-01-01,0.016820032044424765,0.021323569712907386,2.8047538062819592,1133266568.093557
2031-01-01,0.015258660658771891,0.020135334445823973,2.788439190722515,1035078097.2848585
